enrollee_id,full_name,city,gender,enrolled_university,education_level,major_discipline,relevent_experience,experience,company_size,company_type,last_new_job,training_hours,employed
6247,Alex Hernandez,city_114,male,no_enrollment,graduate,stem,No relevent experience,17,10/49,pvt ltd,1,18,0.0
27207,Sarah Hernandez,city_71,other,no_enrollment,graduate,stem,Has relevent experience,13,unknown,unknown,>4,30,0.0
4960,Chris Johnson,city_150,male,no_enrollment,graduate,stem,No relevent experience,18,500-999,pvt ltd,>4,69,0.0
13181,Katie Smith,city_103,male,no_enrollment,masters,stem,No relevent experience,11,100-500,pvt ltd,>4,70,0.0
5613,John Williams,city_75,male,no_enrollment,graduate,stem,Has relevent experience,8,<10,pvt ltd,1,8,0.0
29715,Sarah Miller,city_71,male,no_enrollment,masters,stem,Has relevent experience,9,100-500,pvt ltd,1,47,0.0
9788,Katie Davis,city_16,male,no_enrollment,graduate,stem,Has relevent experience,14,10/49,funded startup,1,26,0.0
32069,Emily Garcia,city_16,male,no_enrollment,graduate,stem,Has relevent experience,>20,1000-4999,pvt ltd,>4,102,0.0
20389,Alex Martinez,city_21,other,no_enrollment,graduate,stem,No relevent experience,<1,50-99,pvt ltd,1,48,0.0
28389,Chris Smith,city_114,male,full time course,graduate,stem,No relevent experience,4,50-99,funded startup,1,23,0.0
6567,John Miller,city_67,male,no_enrollment,masters,stem,Has relevent experience,11,100-500,pvt ltd,1,56,0.0
24841,Alex Jones,city_21,other,full time course,graduate,stem,No relevent experience,7,unknown,unknown,never,3,1.0
29847,Alex Johnson,city_45,male,full time course,graduate,stem,No relevent experience,7,unknown,unknown,1,106,1.0
31745,Jane Jones,city_165,male,no_enrollment,graduate,stem,Has relevent experience,20,100-500,pvt ltd,2,36,0.0
28499,Emily Davis,city_21,male,no_enrollment,graduate,stem,Has relevent experience,10,50-99,pvt ltd,>4,38,0.0
1681,Laura Garcia,city_103,male,full time course,masters,stem,No relevent experience,10,unknown,unknown,1,105,0.0
8790,Emily Davis,city_160,female,no_enrollment,graduate,humanities,Has relevent experience,3,50-99,public sector,2,46,0.0
11244,David Smith,city_36,male,no_enrollment,masters,stem,Has relevent experience,20,5000-9999,public sector,2,15,0.0
8599,Alex Davis,city_160,male,no_enrollment,graduate,stem,Has relevent experience,7,100-500,funded startup,2,11,0.0
101,Katie Brown,city_136,male,no_enrollment,masters,stem,Has relevent experience,19,10/49,funded startup,3,12,0.0
16561,David Davis,city_16,other,no_enrollment,high school,stem,Has relevent experience,4,unknown,unknown,never,56,0.0
18902,David Martinez,city_103,male,no_enrollment,graduate,humanities,Has relevent experience,6,10000+,pvt ltd,1,9,0.0
10702,Sarah Jones,city_98,female,full time course,graduate,stem,Has relevent experience,16,<10,early stage startup,3,152,0.0
213,Sarah Hernandez,city_21,female,no_enrollment,masters,stem,Has relevent experience,3,50-99,early stage startup,1,22,1.0
5420,David Brown,city_90,male,no_enrollment,graduate,stem,No relevent experience,6,100-500,pvt ltd,>4,8,0.0
18125,Sarah Martinez,city_103,male,no_enrollment,masters,humanities,Has relevent experience,7,10000+,pvt ltd,1,20,0.0
12421,David Miller,city_21,male,no_enrollment,masters,stem,Has relevent experience,17,10/49,pvt ltd,1,48,1.0
3489,Alex Johnson,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,10/49,pvt ltd,2,43,0.0
20972,Sarah Martinez,city_103,male,no_enrollment,masters,stem,Has relevent experience,>20,1000-4999,pvt ltd,>4,37,0.0
6848,Chris Martinez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,6,50-99,pvt ltd,>4,22,1.0
1415,Katie Smith,city_16,male,no_enrollment,phd,stem,Has relevent experience,>20,<10,early stage startup,2,26,0.0
14645,Emily Smith,city_21,male,no_enrollment,graduate,stem,Has relevent experience,2,unknown,unknown,1,6,1.0
20686,Laura Hernandez,city_136,female,no_enrollment,masters,stem,Has relevent experience,2,1000-4999,pvt ltd,1,56,0.0
31127,Laura Smith,city_97,male,full time course,graduate,stem,Has relevent experience,3,100-500,pvt ltd,2,228,0.0
28045,Alex Williams,city_43,male,full time course,graduate,stem,No relevent experience,5,50-99,pvt ltd,1,20,0.0
22840,Laura Davis,city_114,male,full time course,high school,stem,No relevent experience,5,unknown,unknown,1,8,0.0
24473,Alex Miller,city_28,other,full time course,high school,stem,No relevent experience,2,unknown,unknown,never,182,0.0
15646,Laura Hernandez,city_176,male,full time course,masters,stem,Has relevent experience,10,unknown,unknown,1,102,0.0
1743,Sarah Johnson,city_36,male,no_enrollment,masters,business degree,Has relevent experience,>20,1000-4999,pvt ltd,never,133,0.0
26355,David Smith,city_103,female,no_enrollment,masters,humanities,No relevent experience,>20,unknown,unknown,1,47,0.0
27231,Laura Miller,city_104,male,no_enrollment,high school,stem,Has relevent experience,9,unknown,unknown,never,246,0.0
4915,Jane Miller,city_57,female,full time course,graduate,stem,Has relevent experience,5,unknown,pvt ltd,never,40,1.0
25407,Jane Jones,city_114,male,no_enrollment,graduate,stem,Has relevent experience,>20,<10,pvt ltd,>4,30,0.0
30894,Katie Martinez,city_90,male,full time course,masters,stem,No relevent experience,3,unknown,unknown,never,108,1.0
27218,Jane Martinez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,4,<10,pvt ltd,1,166,0.0
26194,Mike Brown,city_127,other,no_enrollment,phd,stem,Has relevent experience,>20,unknown,unknown,never,256,0.0
20971,Jane Jones,city_114,male,no_enrollment,phd,stem,Has relevent experience,>20,100-500,pvt ltd,4,30,0.0
25826,Emily Smith,city_114,male,no_enrollment,graduate,stem,Has relevent experience,9,500-999,pvt ltd,4,54,0.0
5467,Katie Garcia,city_67,male,full time course,high school,stem,No relevent experience,3,1000-4999,pvt ltd,1,52,0.0
25594,Emily Williams,city_75,male,no_enrollment,graduate,stem,Has relevent experience,9,unknown,pvt ltd,never,80,0.0
16827,Alex Garcia,city_73,male,no_enrollment,high school,stem,No relevent experience,4,<10,early stage startup,4,94,1.0
32109,Mike Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,5000-9999,ngo,4,36,0.0
7371,Jane Martinez,city_103,male,no_enrollment,phd,stem,No relevent experience,14,1000-4999,pvt ltd,1,15,0.0
7920,John Hernandez,city_84,male,no_enrollment,masters,stem,Has relevent experience,15,50-99,pvt ltd,2,96,1.0
6223,Alex Johnson,city_160,other,full time course,graduate,stem,Has relevent experience,8,100-500,pvt ltd,1,8,0.0
3810,Chris Hernandez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,500-999,pvt ltd,>4,152,0.0
21867,John Smith,city_179,male,no_enrollment,masters,stem,Has relevent experience,9,50-99,pvt ltd,1,68,0.0
19369,Chris Johnson,city_1,male,full time course,masters,stem,Has relevent experience,11,unknown,unknown,>4,13,0.0
28094,Chris Williams,city_160,male,no_enrollment,graduate,stem,Has relevent experience,10,unknown,unknown,1,50,1.0
19511,John Davis,city_10,male,part time course,graduate,stem,Has relevent experience,10,<10,pvt ltd,1,72,0.0
5117,Chris Hernandez,city_160,male,part time course,graduate,stem,No relevent experience,5,unknown,pvt ltd,never,13,0.0
27852,Chris Martinez,city_72,male,no_enrollment,graduate,stem,Has relevent experience,17,100-500,pvt ltd,2,21,0.0
6840,Jane Brown,city_116,male,full time course,graduate,stem,Has relevent experience,8,unknown,pvt ltd,1,145,0.0
24907,Laura Brown,city_76,male,no_enrollment,graduate,stem,Has relevent experience,10,1000-4999,pvt ltd,4,66,0.0
14061,Chris Williams,city_103,male,full time course,high school,stem,No relevent experience,8,unknown,unknown,1,79,0.0
17121,Laura Johnson,city_73,male,full time course,high school,stem,No relevent experience,11,50-99,public sector,>4,40,0.0
15706,Alex Johnson,city_117,other,part time course,graduate,stem,No relevent experience,4,1000-4999,pvt ltd,2,136,0.0
14196,Chris Johnson,city_136,male,part time course,graduate,stem,Has relevent experience,6,10000+,public sector,4,25,0.0
13319,John Davis,city_21,other,full time course,high school,stem,No relevent experience,<1,unknown,unknown,never,50,1.0
30368,Sarah Davis,city_128,male,full time course,high school,stem,Has relevent experience,5,unknown,unknown,never,3,0.0
20311,Laura Miller,city_75,male,no_enrollment,graduate,stem,Has relevent experience,>20,1000-4999,pvt ltd,2,42,0.0
6148,John Martinez,city_16,male,full time course,graduate,stem,No relevent experience,3,10000+,pvt ltd,1,78,1.0
5241,Emily Hernandez,city_162,other,full time course,graduate,stem,No relevent experience,3,100-500,pvt ltd,never,4,0.0
10998,Emily Hernandez,city_136,male,no_enrollment,masters,stem,Has relevent experience,6,10/49,funded startup,2,146,0.0
25412,Laura Martinez,city_103,male,full time course,high school,stem,No relevent experience,6,unknown,unknown,1,196,0.0
14805,Alex Hernandez,city_16,other,no_enrollment,graduate,stem,No relevent experience,2,unknown,unknown,never,50,1.0
30623,Emily Smith,city_21,male,no_enrollment,graduate,stem,No relevent experience,7,100-500,pvt ltd,>4,84,0.0
5347,Sarah Smith,city_127,other,full time course,graduate,stem,No relevent experience,6,unknown,pvt ltd,never,50,0.0
21026,Laura Brown,city_16,male,no_enrollment,graduate,other,No relevent experience,1,unknown,unknown,1,7,0.0
29466,Jane Garcia,city_103,other,no_enrollment,high school,stem,No relevent experience,2,unknown,unknown,never,37,0.0
32723,John Williams,city_21,male,no_enrollment,masters,stem,No relevent experience,4,50-99,pvt ltd,1,3,0.0
19851,David Garcia,city_67,male,no_enrollment,masters,stem,Has relevent experience,4,100-500,unknown,4,67,0.0
5024,Emily Garcia,city_116,male,no_enrollment,masters,stem,No relevent experience,2,unknown,unknown,1,44,0.0
15631,Emily Smith,city_136,male,no_enrollment,masters,other,No relevent experience,<1,unknown,unknown,2,50,1.0
1147,John Miller,city_103,other,full time course,graduate,stem,No relevent experience,11,5000-9999,pvt ltd,1,16,0.0
10415,Emily Brown,city_75,female,no_enrollment,masters,stem,Has relevent experience,>20,1000-4999,unknown,1,56,0.0
24593,Katie Johnson,city_67,other,part time course,graduate,stem,Has relevent experience,6,1000-4999,pvt ltd,never,39,0.0
6370,Jane Smith,city_103,other,part time course,graduate,stem,Has relevent experience,1,50-99,funded startup,1,117,0.0
25935,John Brown,city_36,male,no_enrollment,masters,stem,Has relevent experience,10,10/49,early stage startup,2,57,1.0
6532,Jane Brown,city_114,other,no_enrollment,masters,stem,Has relevent experience,8,500-999,pvt ltd,never,44,0.0
5398,Katie Davis,city_21,male,no_enrollment,graduate,stem,Has relevent experience,6,10000+,pvt ltd,1,50,1.0
12788,David Jones,city_116,male,no_enrollment,masters,stem,Has relevent experience,7,1000-4999,pvt ltd,>4,6,0.0
280,John Garcia,city_21,male,no_enrollment,graduate,stem,Has relevent experience,3,10000+,pvt ltd,2,34,1.0
4643,Sarah Williams,city_21,other,no_enrollment,primary school,stem,No relevent experience,<1,unknown,pvt ltd,never,150,1.0
2328,David Martinez,city_16,male,no_enrollment,graduate,stem,Has relevent experience,13,1000-4999,pvt ltd,1,114,0.0
23615,Alex Brown,city_50,male,part time course,high school,stem,No relevent experience,6,unknown,unknown,1,43,0.0
4611,Alex Johnson,city_23,male,no_enrollment,graduate,stem,Has relevent experience,17,unknown,unknown,never,33,0.0
6780,Chris Brown,city_46,male,no_enrollment,graduate,stem,Has relevent experience,14,1000-4999,pvt ltd,3,77,1.0
2363,Katie Jones,city_75,male,no_enrollment,graduate,stem,Has relevent experience,>20,1000-4999,pvt ltd,1,302,1.0
6810,Chris Martinez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,7,100-500,pvt ltd,2,6,1.0
27328,Alex Hernandez,city_103,male,part time course,graduate,stem,Has relevent experience,2,10000+,pvt ltd,1,55,0.0
24750,Sarah Miller,city_102,other,no_enrollment,primary school,stem,Has relevent experience,>20,10000+,unknown,1,55,0.0
14486,Jane Jones,city_21,other,no_enrollment,graduate,stem,Has relevent experience,5,500-999,early stage startup,1,294,0.0
597,Jane Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,12,500-999,unknown,1,39,0.0
19879,Alex Johnson,city_114,other,part time course,graduate,stem,Has relevent experience,4,10000+,unknown,1,272,0.0
15894,Sarah Garcia,city_101,male,no_enrollment,graduate,stem,Has relevent experience,3,50-99,early stage startup,1,57,1.0
30806,Katie Martinez,city_11,male,part time course,graduate,stem,Has relevent experience,7,unknown,unknown,2,310,0.0
28407,David Johnson,city_16,male,full time course,graduate,stem,No relevent experience,9,unknown,unknown,never,92,1.0
31124,Mike Garcia,city_77,other,no_enrollment,graduate,stem,Has relevent experience,5,50-99,pvt ltd,1,19,0.0
17344,Emily Hernandez,city_75,male,no_enrollment,graduate,stem,Has relevent experience,15,unknown,unknown,>4,34,1.0
158,David Smith,city_21,male,no_enrollment,masters,stem,Has relevent experience,4,100-500,pvt ltd,1,92,1.0
2554,Mike Williams,city_16,other,no_enrollment,graduate,stem,Has relevent experience,8,100-500,ngo,1,86,0.0
30876,Alex Davis,city_11,other,full time course,graduate,stem,Has relevent experience,4,10/49,pvt ltd,1,7,1.0
24616,Laura Jones,city_103,male,no_enrollment,masters,stem,Has relevent experience,9,100-500,unknown,1,4,0.0
20560,John Smith,city_162,other,full time course,graduate,stem,Has relevent experience,1,10/49,pvt ltd,never,149,0.0
8021,Laura Johnson,city_71,male,no_enrollment,graduate,stem,Has relevent experience,7,unknown,unknown,2,45,1.0
15632,Laura Miller,city_21,other,no_enrollment,graduate,stem,Has relevent experience,5,100-500,funded startup,1,58,0.0
15087,Mike Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,8,10/49,funded startup,1,57,0.0
11951,David Hernandez,city_114,male,no_enrollment,masters,stem,No relevent experience,10,unknown,unknown,1,50,0.0
11747,Alex Garcia,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,1000-4999,pvt ltd,>4,88,0.0
22586,Emily Hernandez,city_21,male,no_enrollment,masters,stem,Has relevent experience,4,100-500,pvt ltd,2,37,0.0
12822,Emily Davis,city_16,male,part time course,phd,stem,Has relevent experience,>20,1000-4999,public sector,>4,29,0.0
28442,Alex Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,1,157,1.0
27997,Jane Brown,city_103,female,no_enrollment,graduate,humanities,Has relevent experience,4,50-99,funded startup,1,162,0.0
20252,Chris Miller,city_103,male,no_enrollment,masters,stem,Has relevent experience,10,<10,pvt ltd,1,28,0.0
14130,Laura Jones,city_138,male,no_enrollment,high school,stem,Has relevent experience,10,50-99,pvt ltd,never,150,0.0
4143,Katie Johnson,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,1000-4999,pvt ltd,2,29,0.0
16078,Emily Miller,city_160,male,no_enrollment,graduate,stem,Has relevent experience,20,10000+,other,>4,45,0.0
8572,Mike Hernandez,city_103,female,no_enrollment,graduate,business degree,Has relevent experience,2,50-99,pvt ltd,1,222,0.0
17155,Sarah Johnson,city_28,male,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,>4,90,0.0
3466,Chris Jones,city_114,other,no_enrollment,graduate,stem,No relevent experience,<1,unknown,unknown,never,4,0.0
25961,Alex Garcia,city_21,male,no_enrollment,masters,stem,No relevent experience,2,<10,early stage startup,1,95,0.0
10425,Sarah Hernandez,city_149,male,no_enrollment,graduate,stem,Has relevent experience,5,50-99,pvt ltd,1,12,0.0
4126,John Jones,city_103,male,no_enrollment,graduate,humanities,Has relevent experience,>20,100-500,pvt ltd,>4,90,0.0
28558,John Martinez,city_19,male,no_enrollment,graduate,stem,Has relevent experience,10,10000+,pvt ltd,never,54,1.0
29516,Chris Hernandez,city_67,female,full time course,high school,stem,No relevent experience,3,unknown,unknown,never,14,0.0
14461,Jane Brown,city_155,male,no_enrollment,graduate,stem,No relevent experience,1,50-99,pvt ltd,1,290,1.0
30217,David Miller,city_16,male,no_enrollment,masters,stem,Has relevent experience,15,10000+,pvt ltd,>4,6,0.0
1506,Alex Smith,city_103,other,no_enrollment,graduate,stem,Has relevent experience,8,100-500,pvt ltd,1,176,0.0
29943,Laura Martinez,city_160,male,full time course,graduate,stem,No relevent experience,7,unknown,unknown,1,70,0.0
23005,John Smith,city_16,male,no_enrollment,masters,stem,Has relevent experience,15,500-999,pvt ltd,2,50,0.0
4941,Emily Smith,city_97,male,full time course,graduate,stem,No relevent experience,3,100-500,unknown,never,21,0.0
9355,Sarah Hernandez,city_136,male,full time course,graduate,stem,No relevent experience,11,unknown,unknown,1,156,1.0
27147,John Brown,city_114,male,no_enrollment,graduate,stem,No relevent experience,4,10/49,pvt ltd,4,18,0.0
32863,Chris Jones,city_103,male,no_enrollment,graduate,other,No relevent experience,>20,100-500,funded startup,3,23,0.0
8725,Chris Hernandez,city_82,male,no_enrollment,graduate,stem,Has relevent experience,3,<10,pvt ltd,1,51,0.0
11122,Katie Garcia,city_50,male,no_enrollment,graduate,other,No relevent experience,15,5000-9999,pvt ltd,1,17,0.0
2264,John Miller,city_76,male,no_enrollment,graduate,stem,Has relevent experience,11,10000+,pvt ltd,2,108,0.0
24046,Chris Hernandez,city_75,male,no_enrollment,graduate,stem,Has relevent experience,>20,1000-4999,pvt ltd,2,22,0.0
4661,Mike Williams,city_136,male,no_enrollment,graduate,stem,Has relevent experience,2,unknown,unknown,2,66,0.0
25044,David Williams,city_21,other,full time course,graduate,stem,No relevent experience,<1,10000+,pvt ltd,1,166,0.0
7982,Chris Davis,city_40,other,part time course,graduate,stem,Has relevent experience,4,500-999,pvt ltd,1,44,0.0
27734,John Garcia,city_73,male,no_enrollment,graduate,stem,No relevent experience,6,unknown,unknown,never,134,1.0
8294,Chris Garcia,city_83,other,no_enrollment,masters,humanities,No relevent experience,>20,unknown,unknown,>4,24,1.0
29520,Mike Johnson,city_114,male,full time course,graduate,stem,No relevent experience,8,unknown,unknown,1,92,1.0
3869,Katie Williams,city_23,male,no_enrollment,high school,stem,Has relevent experience,4,100-500,pvt ltd,2,111,0.0
19217,Laura Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,12,50-99,pvt ltd,>4,38,0.0
22339,John Miller,city_74,male,part time course,graduate,stem,No relevent experience,3,unknown,unknown,never,47,1.0
5335,Laura Miller,city_90,male,part time course,high school,stem,Has relevent experience,12,unknown,unknown,4,31,0.0
6979,Jane Williams,city_65,other,no_enrollment,high school,stem,Has relevent experience,11,unknown,unknown,1,85,0.0
17646,Sarah Smith,city_73,other,no_enrollment,graduate,stem,No relevent experience,1,unknown,unknown,1,120,1.0
6542,Emily Brown,city_36,male,no_enrollment,masters,stem,Has relevent experience,17,1000-4999,ngo,1,13,0.0
26970,Katie Hernandez,city_114,male,no_enrollment,high school,stem,Has relevent experience,14,<10,pvt ltd,2,77,0.0
23369,Emily Davis,city_65,male,no_enrollment,graduate,stem,Has relevent experience,9,10/49,pvt ltd,>4,75,0.0
5308,Laura Williams,city_71,male,no_enrollment,masters,stem,Has relevent experience,16,100-500,pvt ltd,1,25,0.0
26258,David Johnson,city_103,female,no_enrollment,graduate,stem,Has relevent experience,20,unknown,unknown,>4,20,1.0
13558,Jane Martinez,city_67,other,full time course,masters,stem,Has relevent experience,10,10000+,pvt ltd,1,82,0.0
19262,Jane Martinez,city_103,other,no_enrollment,graduate,arts,No relevent experience,4,10000+,pvt ltd,3,178,1.0
10891,Emily Davis,city_23,male,no_enrollment,graduate,stem,Has relevent experience,20,500-999,pvt ltd,>4,15,0.0
26375,John Martinez,city_103,male,no_enrollment,high school,stem,No relevent experience,5,unknown,unknown,never,15,0.0
20651,Sarah Garcia,city_21,female,no_enrollment,masters,stem,Has relevent experience,3,1000-4999,ngo,1,6,1.0
20247,David Hernandez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,3,1000-4999,pvt ltd,1,4,0.0
6658,John Jones,city_83,male,no_enrollment,graduate,business degree,No relevent experience,3,1000-4999,pvt ltd,1,51,0.0
33307,Sarah Davis,city_136,male,no_enrollment,masters,stem,Has relevent experience,7,100-500,pvt ltd,4,45,0.0
18691,Mike Garcia,city_149,other,no_enrollment,high school,stem,Has relevent experience,2,unknown,unknown,2,100,0.0
5614,Jane Johnson,city_21,other,no_enrollment,graduate,stem,Has relevent experience,4,10000+,pvt ltd,1,28,1.0
20232,Mike Hernandez,city_160,male,full time course,graduate,stem,No relevent experience,5,unknown,unknown,1,86,1.0
10934,Jane Garcia,city_103,female,no_enrollment,graduate,stem,Has relevent experience,>20,<10,funded startup,1,134,0.0
6062,Alex Davis,city_160,other,no_enrollment,masters,stem,Has relevent experience,>20,5000-9999,pvt ltd,1,22,0.0
12720,Sarah Martinez,city_16,male,no_enrollment,high school,stem,Has relevent experience,>20,1000-4999,pvt ltd,>4,200,1.0
23912,Alex Jones,city_67,male,no_enrollment,masters,other,No relevent experience,<1,unknown,unknown,2,59,0.0
8915,David Williams,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,10/49,pvt ltd,>4,43,0.0
12805,Alex Johnson,city_152,male,no_enrollment,masters,stem,Has relevent experience,7,10/49,pvt ltd,2,25,0.0
28604,Sarah Miller,city_71,male,no_enrollment,masters,stem,Has relevent experience,>20,50-99,early stage startup,>4,39,0.0
8303,Sarah Brown,city_13,female,no_enrollment,masters,stem,Has relevent experience,6,100-500,pvt ltd,1,130,0.0
29214,Emily Martinez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,6,100-500,funded startup,1,168,0.0
24745,John Martinez,city_150,female,part time course,graduate,stem,Has relevent experience,<1,5000-9999,public sector,1,8,1.0
16686,Mike Miller,city_16,other,full time course,graduate,stem,Has relevent experience,14,10000+,pvt ltd,never,9,0.0
14269,Sarah Williams,city_114,other,no_enrollment,high school,stem,No relevent experience,5,unknown,unknown,1,22,1.0
3157,Emily Johnson,city_103,male,no_enrollment,masters,humanities,Has relevent experience,5,50-99,pvt ltd,1,198,0.0
25032,Alex Martinez,city_54,other,no_enrollment,graduate,stem,Has relevent experience,12,50-99,pvt ltd,>4,214,1.0
2452,Sarah Garcia,city_136,female,no_enrollment,masters,stem,No relevent experience,6,500-999,public sector,4,72,0.0
25009,Katie Martinez,city_28,male,no_enrollment,graduate,stem,No relevent experience,2,10000+,pvt ltd,1,40,0.0
11172,Sarah Brown,city_103,female,no_enrollment,graduate,stem,Has relevent experience,6,10000+,pvt ltd,1,138,0.0
24640,Katie Miller,city_73,male,part time course,high school,stem,No relevent experience,4,10000+,unknown,1,328,0.0
20417,Katie Brown,city_102,female,no_enrollment,graduate,stem,Has relevent experience,13,50-99,pvt ltd,>4,26,0.0
17616,John Williams,city_103,other,no_enrollment,high school,stem,No relevent experience,3,unknown,unknown,never,55,0.0
7919,Katie Smith,city_83,other,no_enrollment,graduate,stem,Has relevent experience,6,<10,pvt ltd,1,260,0.0
15053,John Brown,city_160,male,full time course,graduate,stem,Has relevent experience,20,10/49,pvt ltd,1,334,0.0
27274,Chris Johnson,city_102,male,no_enrollment,graduate,stem,Has relevent experience,11,unknown,unknown,1,96,1.0
3626,Laura Smith,city_16,male,part time course,graduate,stem,Has relevent experience,3,1000-4999,unknown,1,148,0.0
12715,John Johnson,city_16,male,no_enrollment,phd,stem,No relevent experience,>20,unknown,public sector,2,220,0.0
7932,John Jones,city_21,male,part time course,graduate,stem,Has relevent experience,7,100-500,pvt ltd,2,17,0.0
4444,David Martinez,city_16,male,no_enrollment,graduate,stem,Has relevent experience,15,50-99,pvt ltd,2,102,0.0
18599,Katie Jones,city_114,male,full time course,masters,stem,No relevent experience,4,10/49,public sector,4,40,1.0
33213,David Miller,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,unknown,unknown,>4,37,0.0
1120,Laura Garcia,city_61,male,no_enrollment,graduate,stem,Has relevent experience,10,50-99,funded startup,1,65,0.0
5558,Sarah Garcia,city_152,other,full time course,graduate,stem,Has relevent experience,9,<10,pvt ltd,>4,9,0.0
22471,David Garcia,city_83,male,no_enrollment,phd,stem,Has relevent experience,7,100-500,pvt ltd,4,26,0.0
15033,David Hernandez,city_71,male,no_enrollment,masters,stem,Has relevent experience,4,500-999,public sector,2,41,0.0
8037,Sarah Jones,city_41,male,no_enrollment,graduate,stem,Has relevent experience,14,unknown,unknown,1,109,0.0
27721,John Miller,city_67,male,full time course,graduate,stem,Has relevent experience,7,1000-4999,pvt ltd,2,34,1.0
14653,Sarah Garcia,city_67,other,no_enrollment,masters,stem,Has relevent experience,16,unknown,unknown,1,18,0.0
178,John Davis,city_21,male,no_enrollment,graduate,stem,Has relevent experience,11,unknown,unknown,1,106,0.0
22049,Alex Miller,city_103,male,no_enrollment,graduate,business degree,Has relevent experience,>20,100-500,pvt ltd,>4,79,0.0
17934,Alex Brown,city_23,male,full time course,primary school,stem,No relevent experience,3,unknown,unknown,2,58,0.0
13081,Laura Martinez,city_46,female,full time course,graduate,stem,No relevent experience,3,unknown,ngo,>4,122,1.0
10122,Emily Johnson,city_162,other,full time course,graduate,stem,No relevent experience,3,unknown,ngo,never,168,1.0
11389,Sarah Williams,city_160,male,no_enrollment,masters,humanities,No relevent experience,>20,50-99,pvt ltd,>4,118,0.0
29169,Jane Johnson,city_103,other,no_enrollment,masters,stem,Has relevent experience,10,10000+,pvt ltd,1,56,0.0
11944,Jane Garcia,city_70,other,no_enrollment,graduate,stem,Has relevent experience,9,10/49,pvt ltd,2,72,0.0
12798,Jane Hernandez,city_103,male,no_enrollment,high school,stem,Has relevent experience,14,50-99,pvt ltd,4,94,0.0
2942,Katie Williams,city_134,other,no_enrollment,high school,stem,Has relevent experience,12,50-99,unknown,1,48,1.0
24532,David Hernandez,city_103,male,no_enrollment,masters,stem,Has relevent experience,>20,50-99,funded startup,>4,97,0.0
14239,Katie Martinez,city_71,male,no_enrollment,graduate,stem,No relevent experience,>20,unknown,unknown,>4,132,0.0
13806,David Miller,city_128,male,full time course,high school,stem,No relevent experience,4,unknown,unknown,1,14,1.0
32999,Alex Williams,city_21,male,part time course,graduate,stem,Has relevent experience,3,10/49,pvt ltd,2,328,1.0
30471,Alex Johnson,city_16,male,full time course,graduate,stem,Has relevent experience,2,5000-9999,pvt ltd,1,170,0.0
28339,Mike Garcia,city_36,male,part time course,graduate,stem,Has relevent experience,12,5000-9999,pvt ltd,2,34,0.0
5502,Emily Hernandez,city_98,male,no_enrollment,high school,stem,No relevent experience,2,unknown,pvt ltd,never,12,0.0
32895,Laura Brown,city_21,female,no_enrollment,graduate,stem,Has relevent experience,8,5000-9999,pvt ltd,2,66,0.0
11881,Laura Hernandez,city_160,female,no_enrollment,graduate,stem,Has relevent experience,11,50-99,pvt ltd,>4,45,0.0
26889,Chris Jones,city_104,male,no_enrollment,primary school,stem,No relevent experience,<1,unknown,unknown,never,244,0.0
747,Chris Smith,city_160,male,no_enrollment,high school,stem,Has relevent experience,10,50-99,pvt ltd,1,57,0.0
4735,Sarah Martinez,city_70,other,full time course,graduate,stem,No relevent experience,5,10000+,pvt ltd,1,170,0.0
2955,Chris Jones,city_67,other,full time course,graduate,stem,No relevent experience,4,10000+,pvt ltd,2,25,0.0
25280,Chris Williams,city_16,other,no_enrollment,primary school,stem,No relevent experience,3,unknown,unknown,never,141,0.0
31290,Laura Smith,city_136,male,no_enrollment,masters,stem,Has relevent experience,19,<10,early stage startup,1,18,0.0
11996,Mike Smith,city_21,other,no_enrollment,graduate,stem,No relevent experience,5,10000+,pvt ltd,2,36,0.0
1799,Emily Davis,city_102,female,no_enrollment,masters,stem,Has relevent experience,14,<10,pvt ltd,>4,92,0.0
18738,Emily Jones,city_21,male,no_enrollment,graduate,stem,Has relevent experience,15,5000-9999,pvt ltd,>4,20,0.0
21930,John Williams,city_114,other,full time course,high school,stem,No relevent experience,8,unknown,unknown,1,79,0.0
26840,Laura Davis,city_16,male,no_enrollment,graduate,other,No relevent experience,7,10000+,pvt ltd,2,18,0.0
10786,Alex Brown,city_103,male,no_enrollment,masters,humanities,Has relevent experience,18,5000-9999,other,>4,52,0.0
